show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description,year_added,month_added,content_age,rating_group,log_imdb_votes,log_budget,type_encoded,platform_encoded,primary_genre_encoded,country_encoded,language_encoded,rating_group_encoded
s6371,When the Stars Fall,Movie,Netflix,Drama,Drama,Kathryn Akhtar,"Brad Pitt, Jun Ji-hyun, Leonardo DiCaprio, Robert De Niro",Thailand,Thai,2014,2016-11-26,Not Rated,151 min,151.0,0.0,0.0,7.2,72,12439,62.9,Ghibli,0,19,"As a shocking revelation unfolds, artist discovers a family conspiracy.",2016,11,2,Adult,9.42867236629317,4.157319361383489,0,7,7,20,16,0
s6372,Reacher,TV Show,HBO Max,Reality TV,Reality TV,Unknown,"Javier Bardem, Noah Schnapp",United States,English,2024,2024-11-15,TV-14,3 Seasons,0.0,3.0,18.0,8.0,87,10767,14.9,20th Century Studios,2,7,A doctor must confront personal demons while risking everything.,2024,11,0,Teen,9.284334051884509,2.766319109226186,1,4,14,23,2,3
s6373,Severance: Legacy,TV Show,Disney+,Comedy,"Comedy, Thriller, Documentary",Unknown,"Aamir Khan, Timothée Chalamet, Pedro Pascal, Jun Ji-hyun",Germany,German,2013,2015-12-22,TV-14,2 Seasons,0.0,2.0,16.0,7.4,73,726,14.9,Universal Pictures,0,0,"When soldier meets a stranger, their lives turn upside down.",2015,12,2,Teen,6.588926477533519,2.766319109226186,1,3,4,8,4,3
s6376,The Pilgrim,Movie,Hulu,Animation,Animation,Ryan Spielberg,"Marion Cotillard, Léa Seydoux, Jenna Ortega, Scarlett Johansson, Cate Blanchett",Denmark,Danish,2025,2026-08-13,PG-13,92 min,92.0,0.0,0.0,6.6,46,5981,24.4,Lucasfilm,2,10,A criminal must confront personal demons while risking everything.,2026,8,1,Teen,8.696510239189893,3.2347491740244907,0,5,2,5,1,3
s6378,Between Two Worlds,Movie,Disney+,Horror,Horror,Jordan Cameron,"Paul Mescal, Hiroyuki Sanada, Jenna Ortega, Emma Thompson, Lupita Nyong'o",South Korea,Korean,2004,2005-03-13,PG,114 min,114.0,0.0,0.0,6.2,70,380,15.2,Paramount Pictures,0,0,"When artist moves to remote island, they awaken ancient power.",2005,3,1,Family,5.942799375126701,2.785011242238338,0,3,10,17,10,1
s6381,Only Murders,TV Show,JioCinema,Reality TV,"Reality TV, Mystery",Alfonso Almodóvar,"Léa Seydoux, Jenna Ortega",United States,English,2026,2026-04-09,TV-14,1 Season,0.0,1.0,16.0,7.3,67,767,14.9,MRC,0,0,"As a shocking revelation unfolds, teacher discovers his true identity.",2026,4,0,Teen,6.643789733147672,2.766319109226186,1,6,14,23,2,3
s6382,Reacher,TV Show,Disney+,Thriller,"Thriller, Talk Show",Unknown,"Ranveer Singh, Zendaya, Marion Cotillard",Turkey,Turkish,1984,1989-03-08,TV-PG,1 Season,0.0,1.0,16.0,7.5,82,1126,14.9,Amblin Entertainment,0,2,A series of strange events leads mother into a deadly game.,1989,3,5,Family,7.027314514039777,2.766319109226186,1,3,19,21,17,1
s6384,Between Lives,Movie,Hulu,Crime,"Crime, Thriller, Drama",Ryan Villeneuve,"Tom Hanks, Meryl Streep, Ken Watanabe, Léa Seydoux, Margot Robbie",Japan,Japanese,2026,2026-06-01,R,90 min,90.0,0.0,0.0,6.3,64,10610,13.4,Red Chillies Entertainment,0,7,A detective must confront family secrets while trying to save those he loves.,2026,6,0,Adult,9.26964647787359,2.667228206581955,0,5,5,13,9,0
s6385,When the Stars Fall,Movie,Paramount+,Animation,Animation,Anurag Akhtar,"Park Seo-joon, Idris Elba, Oscar Isaac",United Kingdom,English,2013,2018-03-04,R,98 min,98.0,0.0,0.0,7.6,79,60663,30.6,Studio Ghibli,0,107,"As a mysterious disappearance unfolds, soldier discovers a family conspiracy.",2018,3,5,Adult,11.013105720380771,3.4531571205928664,0,8,2,22,2,0
s6387,Lupin: Legacy,TV Show,Netflix,Animation,Animation,Alejandro Coppola,"Lupita Nyong'o, Daniel Craig, Vicky Kaushal, Nicole Kidman, Park Seo-joon",India,Hindi,2026,2026-05-13,TV-G,1 Season,0.0,1.0,8.0,7.5,68,3231,14.9,Netflix Studios,0,3,A criminal must confront moral dilemmas while trying to save those he loves.,2026,5,0,Kids,8.080856419640986,2.766319109226186,1,7,2,9,6,2
s6391,The Gentlemen,TV Show,HBO Max,Reality TV,"Reality TV, Sci-Fi",Unknown,"Idris Elba, Scarlett Johansson",India,Hindi,2015,2018-01-28,TV-MA,2 Seasons,0.0,2.0,20.0,5.8,62,12244,14.9,Netflix Studios,0,15,"As a deadly accident unfolds, scientist discovers a family conspiracy.",2018,1,3,Adult,9.412872969386267,2.766319109226186,1,4,14,9,6,0
s6393,Mr. Robot,TV Show,Amazon Prime Video,Documentary,"Documentary, Reality TV",Unknown,"Léa Seydoux, Ranveer Singh, Shah Rukh Khan, Ryan Reynolds",Indonesia,Indonesian,2022,2022-10-20,TV-MA,2 Seasons,0.0,2.0,32.0,4.5,44,5856,14.9,Ghibli,0,1,The true story of a deadly accident and the people who lived it.,2022,10,0,Adult,8.675392806089782,2.766319109226186,1,0,6,10,7,0
s6394,A Distant Memory,Movie,Amazon Prime Video,Sci-Fi,"Sci-Fi, Adventure",Guillermo Cuarón,"Daniel Craig, Ayaka Miyoshi",South Korea,Korean,2005,2006-01-14,PG-13,116 min,116.0,0.0,0.0,7.9,72,17566,18.9,Working Title Films,5,34,"When artist discovers they can travel through time, reality begins to shift.",2006,1,1,Teen,9.773777421013383,2.990719731730447,0,0,16,17,10,3
s6397,The Gentlemen,TV Show,Amazon Prime Video,Anime,"Anime, Comedy",Unknown,"Nicole Kidman, Ranveer Singh, Kim Soo-hyun",India,Hindi,2007,2007-10-19,TV-G,1 Season,0.0,1.0,12.0,6.1,51,17864,14.9,Universal Pictures,0,13,"As an old friend returning unfolds, scientist discovers a family conspiracy.",2007,10,0,Kids,9.79059877045751,2.766319109226186,1,0,3,9,6,2
s6401,The Last Whisper,Movie,Peacock,Thriller,Thriller,Park Bigelow,"Florence Pugh, Deepika Padukone",Spain,Spanish,2022,2022-05-25,R,137 min,137.0,0.0,0.0,7.6,82,66673,5.2,Illumination,0,96,A series of disappearances leads artist into a deadly game.,2022,5,0,Adult,11.107570350812507,1.8245492920510458,0,9,19,18,13,0
s6403,The Morning Show: Uprising,TV Show,Netflix,Crime,"Crime, Sports",Unknown,"Denzel Washington, Zendaya, Kareena Kapoor, Ryan Reynolds, Dwayne Johnson",United Kingdom,English,2023,2024-12-10,TV-14,6 Seasons,0.0,6.0,48.0,8.4,79,491,14.9,Paramount Pictures,0,0,"When teacher loses everything, they embark on a journey to rebuild her life.",2024,12,1,Teen,6.198478716492308,2.766319109226186,1,7,5,22,2,3
s6404,Narcos,TV Show,HBO Max,Animation,Animation,Bong Cuarón,"Meryl Streep, Angelina Jolie, IU, Ranveer Singh, Priyanka Chopra",South Korea,Korean,2023,2024-03-10,TV-MA,5 Seasons,0.0,5.0,40.0,7.3,88,11154,14.9,T-Series,0,17,A criminal must confront impossible odds while discovering who he truly is.,2024,3,1,Adult,9.319643106866632,2.766319109226186,1,4,2,17,10,0
s6405,A Quiet Place,Movie,Amazon Prime Video,Comedy,"Comedy, Drama",Sofia Nolan,"Alia Bhatt, Pedro Pascal",United States,English,2010,2010-01-18,R,95 min,95.0,0.0,0.0,7.7,74,1619,14.0,Marvel Studios,2,1,A musician accidentally an old friend returning and hilarity ensues.,2010,1,0,Adult,7.3901814282264295,2.70805020110221,0,0,4,23,2,0
s6406,Beyond Reality,Movie,Netflix,Documentary,"Documentary, Comedy",Ava Tarantino,"Denzel Washington, Priyanka Chopra, Scarlett Johansson",United States,English,2020,2025-08-05,PG,86 min,86.0,0.0,0.0,4.9,45,25575,8.9,Amazon MGM Studios,0,58,The true story of a shocking revelation and the people who lived it.,2025,8,5,Family,10.149409690739677,2.2925347571405443,0,7,6,23,2,1
s6410,Midnight,Movie,Hulu,Drama,Drama,Park Nolan,"Tilda Swinton, Tom Hanks, Leonardo DiCaprio, Masami Nagasawa, Timothée Chalamet",United States,English,2022,2023-11-15,R,92 min,92.0,0.0,0.0,6.4,52,17511,19.4,Illumination,0,42,"As a deadly accident unfolds, criminal discovers a hidden truth.",2023,11,1,Adult,9.7706416392027,3.0155349008501706,0,5,7,23,2,0
s6412,The Bear,TV Show,Netflix,Kids,"Kids, Thriller",Lars Kashyap,"Deepika Padukone, Ranbir Kapoor, Idris Elba, Margot Robbie, Masami Nagasawa",United States,English,2010,2010-01-04,TV-14,1 Season,0.0,1.0,8.0,8.8,94,843,14.9,Paramount Pictures,1,1,A journalist must confront family secrets while trying to save those he loves.,2010,1,0,Teen,6.738152494595957,2.766319109226186,1,7,11,23,2,3
s6413,When We Were Young,Movie,Hulu,Comedy,"Comedy, War",Taika Prince-Bythewood,"Margot Robbie, Jun Ji-hyun, Brad Pitt, Tilda Swinton, IU",South Korea,Korean,2026,2026-03-16,R,82 min,82.0,0.0,0.0,6.1,64,58384,9.1,Red Chillies Entertainment,0,33,"When musician meets a rival, their lives turn upside down.",2026,3,0,Adult,10.974814286509815,2.312535423847214,0,5,4,17,10,0
s6414,When the Stars Fall,Movie,Netflix,Animation,"Animation, Musical",Zoya Iñárritu,"Angelina Jolie, Kareena Kapoor, Brad Pitt",Spain,Spanish,2021,2022-03-27,PG,116 min,116.0,0.0,0.0,7.6,78,66425,33.2,Excel Entertainment,1,84,A journalist must confront family secrets while discovering who he truly is.,2022,3,1,Family,11.103843825087521,3.5322256440685598,0,7,2,18,13,1
s6416,Dark: Revenge,TV Show,HBO Max,Sci-Fi,"Sci-Fi, Thriller",Unknown,"Vicky Kaushal, Aamir Khan, Léa Seydoux, Zendaya, Ryan Reynolds",India,Hindi,2023,2024-09-04,TV-14,4 Seasons,0.0,4.0,40.0,8.7,80,75688,14.9,T-Series,5,132,A breakthrough in AI leads to unforeseen consequences.,2024,9,1,Teen,11.234388118431024,2.766319109226186,1,4,16,9,6,3
s6417,A Fragile Heart,Movie,Amazon Prime Video,Thriller,Thriller,Chloé Zhao,"Brad Pitt, Noah Schnapp",Canada,English,2026,2026-07-13,Not Rated,112 min,112.0,0.0,0.0,7.2,59,8398,8.7,Bad Robot,0,18,"When doctor witnesses a crime, they become the target of a ruthless crime lord.",2026,7,0,Adult,9.035867930125628,2.272125885509337,0,0,19,3,2,0
s6419,In the Name of Love,Movie,Peacock,Drama,"Drama, Adventure",Unknown,"Deepika Padukone, Tilda Swinton, Kareena Kapoor, Nicole Kidman",United States,English,2023,2026-11-09,PG-13,117 min,117.0,0.0,0.0,6.8,76,29672,4.0,MRC,0,49,"As an old friend returning unfolds, mother discovers his true identity.",2026,11,3,Teen,10.29799282040795,1.6094379124341003,0,9,7,23,2,3
s6421,Only Murders,TV Show,Apple TV+,Animation,"Animation, Documentary",Unknown,"Millie Bobby Brown, Tilda Swinton, Margot Robbie, Kareena Kapoor",United States,English,2023,2026-01-02,TV-14,2 Seasons,0.0,2.0,12.0,5.7,51,40895,14.9,Focus Features,0,56,"As a mysterious disappearance unfolds, artist discovers a hidden truth.",2026,1,3,Teen,10.618787537737207,2.766319109226186,1,1,2,23,2,3
s6422,The Morning Show: Return,TV Show,Amazon Prime Video,Drama,Drama,Zoya Iñárritu,"Antonio Banderas, Alia Bhatt, Pedro Pascal, Hiroyuki Sanada",South Korea,Korean,2013,2013-12-04,TV-PG,1 Season,0.0,1.0,6.0,7.5,75,1042,14.9,A24,0,1,"As a shocking revelation unfolds, scientist discovers a hidden truth.",2013,12,0,Family,6.949856455000773,2.766319109226186,1,0,7,17,10,1
s6423,The Astronaut,Movie,Crunchyroll,Thriller,"Thriller, Romance, Mystery",Unknown,"IU, Javier Bardem",United States,English,2015,2015-10-23,Not Rated,121 min,121.0,0.0,0.0,7.4,67,19321,7.7,Pixar,1,21,"When detective witnesses a crime, they become the target of a shadowy organization.",2015,10,0,Adult,9.868999622077455,2.1633230256605382,0,2,19,23,2,0
s6424,The Hunter,Movie,Amazon Prime Video,Romance,Romance,Bong Chan-wook,"Penélope Cruz, Will Smith, Scarlett Johansson, Daniel Craig",Egypt,Arabic,1987,1988-08-11,PG-13,95 min,95.0,0.0,0.0,6.3,54,3336,6.8,Lucasfilm,0,8,Two strangers meet in remote island and their lives are forever changed.,1988,8,1,Teen,8.112827478751374,2.0541237336955462,0,0,15,6,0,3
s6425,Lupin,TV Show,Apple TV+,Anime,Anime,David Cuarón,"Song Kang-ho, Tom Hanks, Hiroyuki Sanada, Priyanka Chopra",Canada,English,2000,2000-01-23,TV-14,2 Seasons,0.0,2.0,16.0,9.2,90,2634,14.9,Warner Bros,0,5,"As a deadly accident unfolds, scientist discovers a hidden truth.",2000,1,0,Teen,7.876638460975463,2.766319109226186,1,1,3,3,2,3
s6427,When Night Comes,Movie,Netflix,Drama,Drama,Akira Bigelow,"Aamir Khan, Lupita Nyong'o, Cate Blanchett",Egypt,Arabic,2000,2000-03-16,Not Rated,135 min,135.0,0.0,0.0,6.7,86,238,11.1,Paramount Pictures,0,0,"When artist loses everything, they embark on a journey to find redemption.",2000,3,0,Adult,5.476463551931511,2.4932054526026954,0,7,7,6,0,0
s6428,Severance,TV Show,JioCinema,Comedy,"Comedy, Thriller",Unknown,"Florence Pugh, Tom Hanks, Angelina Jolie, Ranbir Kapoor, Millie Bobby Brown",United States,English,2020,2022-03-11,TV-G,1 Season,0.0,1.0,12.0,6.4,61,356,14.9,Blumhouse,0,0,"When teacher meets an old friend, their lives turn upside down.",2022,3,2,Kids,5.877735781779639,2.766319109226186,1,6,4,23,2,2
s6430,When You Return,Movie,Netflix,Action,"Action, Musical, Fantasy",Cate Cameron,"Ryan Reynolds, Ken Watanabe, Will Smith, Timothée Chalamet",South Korea,Korean,1984,1987-03-26,PG-13,79 min,79.0,0.0,0.0,5.6,50,737,32.9,Amazon MGM Studios,0,0,"After a mysterious disappearance, journalist seeks revenge against a shadowy organization.",1987,3,3,Teen,6.6039438246004725,3.5234150143864045,0,7,0,17,10,3
s6432,A Dark Mirror,Movie,Hulu,Comedy,"Comedy, Fantasy",Pedro Tarantino,"Millie Bobby Brown, Timothée Chalamet, Daniel Craig, Song Kang-ho",France,French,2000,2000-12-09,Not Rated,113 min,113.0,0.0,0.0,5.5,39,30714,192.9,Focus Features,0,57,"When mother meets a stranger, their lives turn upside down.",2000,12,0,Adult,10.332506413598027,5.267342562248606,0,5,4,7,3,0
s6436,Wednesday: Return,TV Show,Amazon Prime Video,Animation,Animation,Unknown,"Alia Bhatt, Masami Nagasawa, Deepika Padukone",United States,English,2016,2020-03-28,TV-PG,2 Seasons,0.0,2.0,44.0,6.2,71,11384,14.9,Warner Bros,0,18,"When scientist loses everything, they embark on a journey to find redemption.",2020,3,4,Family,9.34005197849784,2.766319109226186,1,0,2,23,2,1
s6438,Squid Game,TV Show,Hulu,Reality TV,Reality TV,Unknown,"Florence Pugh, Oscar Isaac, Song Kang-ho, Zendaya",United States,English,2019,2023-07-19,TV-Y,1 Season,0.0,1.0,8.0,5.2,55,331628,14.9,A24,0,614,A artist must confront moral dilemmas while risking everything.,2023,7,4,Kids,12.711772153184109,2.766319109226186,1,5,14,23,2,2
s6440,Beyond the Horizon,Movie,Hulu,Documentary,"Documentary, Adventure, Fantasy",James Spielberg,"Jennifer Lawrence, Idris Elba, Amitabh Bachchan",France,French,2014,2016-09-03,R,78 min,78.0,0.0,0.0,6.9,61,1906,1.3,MRC,0,2,An in-depth look at sports legends and its impact on society.,2016,9,2,Adult,7.553286605600419,0.832909122935104,0,5,6,7,3,0
s6441,The Last Journey,Movie,Netflix,Drama,"Drama, Horror",Unknown,"Hiroyuki Sanada, Leonardo DiCaprio, Priyanka Chopra, Dwayne Johnson",United States,English,2017,2020-12-12,PG-13,124 min,124.0,0.0,0.0,3.7,38,70257,5.4,DreamWorks,0,138,"As a shocking revelation unfolds, scientist discovers his true identity.",2020,12,3,Teen,11.15992945971583,1.8562979903656263,0,7,7,23,2,3
s6442,The Diplomat: Revenge,TV Show,Netflix,Documentary,"Documentary, Kids",Ava Chan-wook,"Tilda Swinton, Hiroyuki Sanada",South Korea,Korean,2023,2023-03-10,TV-MA,2 Seasons,0.0,2.0,24.0,9.1,86,573532,14.9,MRC,0,763,An investigation into unsolved disappearance that shook the world.,2023,3,0,Adult,13.259570755308498,2.766319109226186,1,7,6,17,10,0
s6445,In the Heart of Winter,Movie,Amazon Prime Video,Horror,"Horror, Documentary",Park Kashyap,"Denzel Washington, Deepika Padukone",South Korea,Korean,2026,2026-05-24,R,98 min,98.0,0.0,0.0,7.5,69,13360,13.2,Amblin Entertainment,0,18,"When mother moves to remote island, they awaken ancient curse.",2026,5,0,Adult,9.500095294588894,2.653241964607215,0,0,10,17,10,0
s6446,The Gentlemen,TV Show,Paramount+,Crime,"Crime, Anime, Reality TV",Unknown,"Zendaya, Park Seo-joon, IU, Paul Mescal",Japan,Japanese,2025,2025-02-08,TV-G,2 Seasons,0.0,2.0,24.0,8.0,84,2407,14.9,Sony Pictures,1,5,"When musician loses everything, they embark on a journey to rebuild her life.",2025,2,0,Kids,7.786551806428712,2.766319109226186,1,8,5,13,9,2
s6448,Between Lives,Movie,Hulu,Mystery,Mystery,Christopher Gerwig,"Viola Davis, Idris Elba, Scarlett Johansson, Gong Yoo",Spain,Spanish,2020,2020-08-16,PG-13,106 min,106.0,0.0,0.0,7.8,69,34175,32.8,Working Title Films,0,67,"As an old friend returning unfolds, criminal discovers his true identity.",2020,8,0,Teen,10.439278922319867,3.520460802488973,0,5,13,18,13,3
s6452,When You Return,Movie,Amazon Prime Video,War,"War, Fantasy",Unknown,"Jenna Ortega, Ryan Reynolds",Spain,Spanish,2019,2020-12-09,PG-13,120 min,120.0,0.0,0.0,5.2,49,276,4.6,Paramount Pictures,0,0,A scientist must confront moral dilemmas while risking everything.,2020,12,1,Teen,5.6240175061873385,1.7227665977411035,0,0,20,18,13,3
s6453,Beyond the Horizon,Movie,Disney+,Thriller,"Thriller, Action",Akira Coogler,"Will Smith, Alia Bhatt, Cate Blanchett, Kareena Kapoor",Germany,German,2024,2026-06-05,R,96 min,96.0,0.0,0.0,7.6,61,64312,3.9,20th Century Studios,0,22,A teacher uncovers a dark secret about family.,2026,6,2,Adult,11.07151706708457,1.589235205116581,0,3,19,8,4,0
s6454,Mr. Robot,TV Show,Amazon Prime Video,Documentary,Documentary,Alejandro Peele,"Antonio Banderas, Tilda Swinton, Brad Pitt",Japan,Japanese,2015,2019-11-17,TV-Y,2 Seasons,0.0,2.0,24.0,5.9,57,3722,14.9,Illumination,0,6,An investigation into corporate scandal that shook the world.,2019,11,4,Kids,8.222285073872717,2.766319109226186,1,0,6,13,9,2
s6455,The Empress,TV Show,Disney+,Comedy,"Comedy, Talk Show",Unknown,"Jenna Ortega, Pedro Pascal, Priyanka Chopra",United States,English,1984,1984-01-23,TV-PG,3 Seasons,0.0,3.0,30.0,7.9,69,11760,14.9,Yash Raj Films,1,9,A teacher accidentally a shocking revelation and hilarity ensues.,1984,1,0,Family,9.372544251851037,2.766319109226186,1,3,4,23,2,1
s6458,In the Name of Love,Movie,Netflix,Action,"Action, Documentary",Greta Kurosawa,"Timothée Chalamet, Nicole Kidman, Idris Elba",United States,English,2013,2014-10-10,PG-13,141 min,141.0,0.0,0.0,8.8,90,7766,18.0,Studio Ghibli,0,16,"After a shocking revelation, soldier seeks revenge against the very government he served.",2014,10,1,Teen,8.957639268419648,2.9444389791664403,0,7,0,23,2,3
s6459,Beyond Forever,Movie,Disney+,Romance,"Romance, Musical",Martin Cameron,"Park Seo-joon, Oscar Isaac, Scarlett Johansson",United States,English,2003,2004-06-25,PG,148 min,148.0,0.0,0.0,5.3,36,45478,17.1,MAPPA,0,98,"A teacher falls for a rival, but their worlds couldn't be more different.",2004,6,1,Family,10.725005959935844,2.89591193827178,0,3,15,23,2,1
s6460,Beyond the Horizon,Movie,Amazon Prime Video,Drama,Drama,Alejandro Hirani,"Ryan Reynolds, Margot Robbie, Kim Soo-hyun, Oscar Isaac, Idris Elba",United States,English,2003,2004-12-07,PG,101 min,101.0,0.0,0.0,7.3,73,11359,1.2,Excel Entertainment,1,7,"When soldier loses everything, they embark on a journey to uncover the truth.",2004,12,1,Family,9.337853692275143,0.7884573603642702,0,0,7,23,2,1
s6461,The Marvelous Mrs: Revenge,TV Show,Hulu,Animation,"Animation, Thriller",Kathryn Gerwig,"Emma Thompson, Paul Mescal",United Kingdom,English,2019,2019-05-03,TV-MA,1 Season,0.0,1.0,16.0,6.4,63,1705,14.9,Sony Pictures,0,1,"When detective loses everything, they embark on a journey to rebuild her life.",2019,5,0,Adult,7.441906728051625,2.766319109226186,1,5,2,22,2,0
s6462,A Fragile Heart,Movie,Netflix,Action,"Action, Fantasy, Comedy",Sofia Joon-ho,"Jun Ji-hyun, Aamir Khan",United Kingdom,English,2001,2002-02-19,PG-13,110 min,110.0,0.0,0.0,6.5,70,9545,39.7,MAPPA,0,13,A former soldier is pulled back into action when a shocking revelation.,2002,2,1,Teen,9.163877497565842,3.7062280924485496,0,7,0,22,2,3
s6464,A Distant Memory,Movie,Amazon Prime Video,Romance,Romance,Rajkumar Cuarón,"Emma Thompson, Brad Pitt",United States,English,2006,2006-12-12,PG-13,121 min,121.0,0.0,0.0,3.9,39,11994,6.6,DreamWorks,0,19,"After years apart, detective reconnects with a rival in mansion.",2006,12,0,Teen,9.392245175273795,2.028148247292285,0,0,15,23,2,3
s6465,The Gentlemen,TV Show,Disney+,Drama,"Drama, Sports",Unknown,"Jenna Ortega, Leonardo DiCaprio, Dwayne Johnson, Will Smith, Viola Davis",Canada,English,2001,2002-11-09,TV-14,3 Seasons,0.0,3.0,48.0,6.7,71,21708,14.9,MAPPA,0,23,"As an old friend returning unfolds, musician discovers his true identity.",2002,11,1,Teen,9.985482200088756,2.766319109226186,1,3,7,3,2,3
s6467,The Boys: Legacy,TV Show,Amazon Prime Video,Reality TV,"Reality TV, Mystery",Unknown,"Javier Bardem, Pedro Pascal, Brad Pitt, Aamir Khan",India,Hindi,2022,2026-07-23,TV-G,5 Seasons,0.0,5.0,60.0,4.6,51,624,14.9,20th Century Studios,0,0,A detective must confront personal demons while trying to save those he loves.,2026,7,4,Kids,6.437751649736401,2.766319109226186,1,0,14,9,6,2
s6468,The Cartographer,Movie,Apple TV+,Action,Action,Zoya Joon-ho,"Angelina Jolie, Lupita Nyong'o, Noah Schnapp, Javier Bardem, Ken Watanabe",India,Hindi,2023,2026-09-23,PG-13,90 min,90.0,0.0,0.0,6.1,64,69996,6.0,Marvel Studios,0,57,"After a shocking revelation, soldier seeks revenge against the very government he served.",2026,9,3,Teen,11.156207662970246,1.9459101490553132,0,1,0,9,6,3
s6469,The Last Whisper,Movie,Amazon Prime Video,Action,"Action, Crime, Musical",Unknown,"Jenna Ortega, Hiroyuki Sanada, Amitabh Bachchan, Javier Bardem",United States,English,2014,2014-03-08,PG,133 min,133.0,0.0,0.0,6.1,50,466,47.5,Dharma Productions,0,0,detective must stop a ruthless crime lord before risking everything.,2014,3,0,Family,6.1463292576688975,3.8815637979434374,0,0,0,23,2,1
s6470,Between Us,Movie,Apple TV+,Documentary,Documentary,Barry Iñárritu,"Idris Elba, Margot Robbie, Tilda Swinton, Brad Pitt, Priyanka Chopra",China,Mandarin,2012,2012-05-09,PG-13,87 min,87.0,0.0,0.0,7.4,68,120756,2.2,Lucasfilm,0,135,An in-depth look at climate change and its impact on society.,2012,5,0,Teen,11.701535540849058,1.1631508098056809,0,1,6,4,11,3
s6472,Severance,TV Show,Crunchyroll,Documentary,"Documentary, Sci-Fi",Unknown,"Pedro Pascal, Angelina Jolie, Vicky Kaushal, Javier Bardem, Jenna Ortega",United States,English,2011,2014-07-02,TV-G,5 Seasons,0.0,5.0,60.0,6.7,62,711,14.9,Illumination,0,1,An investigation into art heist that shook the world.,2014,7,3,Kids,6.568077911411976,2.766319109226186,1,2,6,23,2,2
s6473,Labyrinth,Movie,Peacock,Documentary,Documentary,Guillermo Bigelow,"Pedro Pascal, Ken Watanabe, Hiroyuki Sanada",France,French,1989,1990-08-25,PG-13,94 min,94.0,0.0,0.0,7.0,75,1541,5.0,20th Century Studios,0,3,An investigation into art heist that shook the world.,1990,8,1,Teen,7.340835554123275,1.791759469228055,0,9,6,7,3,3
s6474,The Gentlemen,TV Show,Netflix,Comedy,Comedy,Unknown,"Ranveer Singh, Jennifer Lawrence, Priyanka Chopra, Zendaya, Paul Mescal",United States,English,2016,2020-12-12,TV-MA,6 Seasons,0.0,6.0,72.0,5.6,42,3959,14.9,Studio Ghibli,0,3,A mother accidentally a shocking revelation and hilarity ensues.,2020,12,4,Adult,8.283999304248526,2.766319109226186,1,7,4,23,2,0
s6475,When the Stars Fall,Movie,HBO Max,Comedy,Comedy,Greta Kurosawa,"Hiroyuki Sanada, Denzel Washington",South Korea,Korean,2026,2026-06-26,PG,95 min,95.0,0.0,0.0,7.3,68,3986,77.0,Warner Bros,0,6,A detective accidentally a mysterious disappearance and hilarity ensues.,2026,6,0,Family,8.290794347381356,4.356708826689592,0,4,4,17,10,1
s6476,Between Tomorrow and Never,Movie,Amazon Prime Video,Thriller,"Thriller, Mystery",James Bigelow,"Deepika Padukone, Tilda Swinton, Angelina Jolie, Marion Cotillard",Turkey,Turkish,2025,2026-10-03,PG,136 min,136.0,0.0,0.0,7.1,71,477,18.2,DreamWorks,0,1,A series of murders leads doctor into a deadly game.,2026,10,1,Family,6.169610732491456,2.9549102790337356,0,0,19,21,17,1
s6478,Eclipse,Movie,Amazon Prime Video,Action,Action,Cate Gerwig,"Hiroyuki Sanada, Ken Watanabe, Jenna Ortega",United States,English,2020,2025-02-06,Not Rated,40 min,40.0,0.0,0.0,8.2,77,7447,33.0,MAPPA,0,5,A former hitman is pulled back into action when a deadly accident.,2025,2,5,Adult,8.915700818956903,3.5263605246161616,0,0,0,23,2,0
s6480,Emily in Paris,TV Show,Hulu,Game Show,Game Show,Denis Scorsese,"Ranveer Singh, Dwayne Johnson",United States,English,2010,2010-11-07,TV-MA,1 Season,0.0,1.0,10.0,6.8,58,7192,14.9,Netflix Studios,0,3,A scientist must confront family secrets while trying to save those he loves.,2010,11,0,Adult,8.880863609867356,2.766319109226186,1,5,9,23,2,0
s6482,Fallout: Return,TV Show,HBO Max,Documentary,"Documentary, Drama",Jordan Waititi,"Park Seo-joon, Antonio Banderas, Margot Robbie",France,French,1999,2001-08-09,TV-PG,1 Season,0.0,1.0,8.0,8.3,81,19263,14.9,A24,2,43,The true story of a mysterious disappearance and the people who lived it.,2001,8,2,Family,9.865993348108548,2.766319109226186,1,4,6,7,3,1
s6483,Between Lines,Movie,Peacock,Action,Action,Anurag Spielberg,"IU, Penélope Cruz",United States,English,1983,1986-05-12,PG-13,106 min,106.0,0.0,0.0,7.8,77,5550,13.4,MRC,0,1,"After an old friend returning, criminal seeks revenge against the very government he served.",1986,5,3,Teen,8.621733370690162,2.667228206581955,0,9,0,23,2,3
s6485,Fallout,TV Show,Hulu,Sci-Fi,"Sci-Fi, Crime",Unknown,"Ken Watanabe, Ayaka Miyoshi, Viola Davis",Spain,Spanish,1997,2002-10-10,TV-14,2 Seasons,0.0,2.0,16.0,7.1,67,611,14.9,Illumination,2,1,"When criminal discovers they can read minds, reality begins to shift.",2002,10,5,Teen,6.416732282512326,2.766319109226186,1,5,16,18,13,3
